ShipmentID,CustomerName,OriginPort,DestinationPort,Carrier,BookingDate,ETD,ETA,ATD,ATA,PlannedTransitDays,ActualTransitDays,DelayDays,DelayReason,ShipmentStatus,Priority
SHP1779,Gulf Imports,Busan,Jebel Ali,Maersk,2024-03-28,2024-03-31,2024-04-17,2024-03-31,2024-04-18,17,18,1,Documentation Issue,Delayed,Medium
SHP1780,Blue Ocean LLC,Qingdao,Abu Dhabi,Maersk,2024-05-13,2024-05-16,2024-06-06,2024-05-16,2024-06-11,21,26,5,Documentation Issue,Delayed,Low
SHP1781,Blue Ocean LLC,Busan,Jebel Ali,Hapag Lloyd,2024-04-19,2024-04-22,2024-05-09,2024-04-23,2024-05-10,17,17,0,None,On Time,High
SHP1782,Blue Ocean LLC,Singapore,Jebel Ali,COSCO,2024-05-26,2024-05-29,2024-06-12,2024-05-29,2024-06-14,14,16,2,Port Congestion,Delayed,Low
SHP1783,Blue Ocean LLC,Ningbo,Jebel Ali,Hapag Lloyd,2024-04-10,2024-04-13,2024-05-04,2024-04-13,2024-05-09,21,26,5,Vessel Rollover,Delayed,High
SHP1784,Desert Mart,Shenzhen,Jebel Ali,ONE,2024-06-26,2024-06-29,2024-07-19,2024-06-29,2024-07-19,20,20,0,None,On Time,High
SHP1785,Falcon Electronics,Qingdao,Jebel Ali,COSCO,2024-01-05,2024-01-08,2024-01-29,2024-01-09,2024-02-03,21,25,4,Weather,Delayed,Medium
SHP1786,Falcon Electronics,Qingdao,Jebel Ali,Evergreen,2024-02-05,2024-02-08,2024-02-28,2024-02-09,2024-02-29,20,20,0,None,On Time,Low
SHP1787,Al Noor Trading,Shenzhen,Abu Dhabi,Evergreen,2024-01-19,2024-01-22,2024-02-11,2024-01-23,2024-02-16,20,24,4,Documentation Issue,Delayed,Medium
SHP1788,Desert Mart,Singapore,Jebel Ali,Hapag Lloyd,2024-06-27,2024-06-30,2024-07-17,2024-06-30,2024-07-22,17,22,5,Documentation Issue,Delayed,Low
SHP1789,Desert Mart,Qingdao,Jebel Ali,CMA CGM,2024-04-03,2024-04-06,2024-04-20,2024-04-07,2024-04-20,14,13,0,None,On Time,Medium
SHP1790,Desert Mart,Ningbo,Jebel Ali,ONE,2024-02-14,2024-02-17,2024-03-03,2024-02-17,2024-03-06,15,18,3,Weather,Delayed,Medium
SHP1791,Desert Mart,Shenzhen,Abu Dhabi,CMA CGM,2024-05-28,2024-05-31,2024-06-17,2024-05-31,2024-06-22,17,22,5,Customs Hold,Delayed,High
SHP1792,Emirates Retail,Busan,Jebel Ali,COSCO,2024-01-17,2024-01-20,2024-02-08,2024-01-21,2024-02-10,19,20,1,Vessel Rollover,Delayed,Low
SHP1793,Gulf Imports,Qingdao,Jebel Ali,Maersk,2024-05-16,2024-05-19,2024-06-06,2024-05-20,2024-06-09,18,20,2,Port Congestion,Delayed,Medium
SHP1794,Gulf Imports,Shenzhen,Jebel Ali,ONE,2024-02-15,2024-02-18,2024-03-07,2024-02-18,2024-03-06,18,17,0,None,On Time,High
SHP1795,Falcon Electronics,Shanghai,Abu Dhabi,COSCO,2024-05-07,2024-05-10,2024-05-26,2024-05-10,2024-05-31,16,21,5,Documentation Issue,Delayed,Low
SHP1796,Blue Ocean LLC,Singapore,Jebel Ali,CMA CGM,2024-05-18,2024-05-21,2024-06-06,2024-05-22,2024-06-09,16,18,2,Vessel Rollover,Delayed,High
SHP1797,Falcon Electronics,Shenzhen,Abu Dhabi,Hapag Lloyd,2024-01-17,2024-01-20,2024-02-03,2024-01-20,2024-02-08,14,19,5,Documentation Issue,Delayed,Medium
SHP1798,Desert Mart,Busan,Jebel Ali,Evergreen,2024-06-16,2024-06-19,2024-07-08,2024-06-20,2024-07-11,19,21,2,Vessel Rollover,Delayed,Medium
SHP1799,Desert Mart,Shenzhen,Jebel Ali,MSC,2024-02-13,2024-02-16,2024-03-05,2024-02-17,2024-03-06,18,18,0,None,On Time,Medium
SHP1800,Falcon Electronics,Busan,Abu Dhabi,MSC,2024-03-13,2024-03-16,2024-04-06,2024-03-16,2024-04-06,21,21,0,None,On Time,High
SHP1801,Al Noor Trading,Shanghai,Abu Dhabi,Hapag Lloyd,2024-06-26,2024-06-29,2024-07-15,2024-06-29,2024-07-15,16,16,0,None,On Time,High
SHP1802,Emirates Retail,Singapore,Jebel Ali,ONE,2024-04-22,2024-04-25,2024-05-13,2024-04-25,2024-05-14,18,19,1,Weather,Delayed,Medium
SHP1803,Gulf Imports,Busan,Abu Dhabi,Maersk,2024-03-29,2024-04-01,2024-04-17,2024-04-02,2024-04-19,16,17,1,Documentation Issue,Delayed,High
SHP1804,Desert Mart,Ningbo,Jebel Ali,ONE,2024-04-13,2024-04-16,2024-05-07,2024-04-16,2024-05-12,21,26,5,Vessel Rollover,Delayed,Low
SHP1805,Desert Mart,Busan,Jebel Ali,Evergreen,2024-05-09,2024-05-12,2024-05-31,2024-05-13,2024-06-05,19,23,4,Vessel Rollover,Delayed,Low
SHP1806,Al Noor Trading,Ningbo,Jebel Ali,CMA CGM,2024-04-23,2024-04-26,2024-05-15,2024-04-26,2024-05-19,19,23,4,Vessel Rollover,Delayed,High
SHP1807,Desert Mart,Shanghai,Jebel Ali,Hapag Lloyd,2024-04-12,2024-04-15,2024-05-02,2024-04-16,2024-05-05,17,19,2,Port Congestion,Delayed,Low
SHP1808,Al Noor Trading,Busan,Abu Dhabi,ONE,2024-02-26,2024-02-29,2024-03-18,2024-02-29,2024-03-18,18,18,0,None,On Time,Low
SHP1809,Desert Mart,Busan,Jebel Ali,ONE,2024-01-23,2024-01-26,2024-02-15,2024-01-27,2024-02-16,20,20,0,None,On Time,Medium
SHP1810,Blue Ocean LLC,Shenzhen,Jebel Ali,CMA CGM,2024-04-11,2024-04-14,2024-04-30,2024-04-15,2024-05-05,16,20,4,Customs Hold,Delayed,Medium
SHP1811,Falcon Electronics,Qingdao,Abu Dhabi,Evergreen,2024-03-30,2024-04-02,2024-04-20,2024-04-02,2024-04-22,18,20,2,Weather,Delayed,Medium
SHP1812,Gulf Imports,Busan,Jebel Ali,MSC,2024-03-14,2024-03-17,2024-04-02,2024-03-18,2024-04-08,16,21,5,Vessel Rollover,Delayed,High
SHP1813,Emirates Retail,Qingdao,Jebel Ali,Maersk,2024-03-18,2024-03-21,2024-04-11,2024-03-22,2024-04-17,21,26,5,Port Congestion,Delayed,Medium
SHP1814,Blue Ocean LLC,Singapore,Jebel Ali,MSC,2024-06-12,2024-06-15,2024-07-03,2024-06-15,2024-07-05,18,20,2,Documentation Issue,Delayed,High
SHP1815,Arabian Supplies,Shenzhen,Abu Dhabi,COSCO,2024-04-07,2024-04-10,2024-04-28,2024-04-11,2024-05-02,18,21,3,Port Congestion,Delayed,Low
SHP1816,Gulf Imports,Shenzhen,Abu Dhabi,ONE,2024-04-28,2024-05-01,2024-05-18,2024-05-01,2024-05-17,17,16,0,None,On Time,Low
SHP1817,Gulf Imports,Qingdao,Jebel Ali,Maersk,2024-04-30,2024-05-03,2024-05-18,2024-05-04,2024-05-23,15,19,4,Vessel Rollover,Delayed,High
SHP1818,Emirates Retail,Qingdao,Abu Dhabi,Evergreen,2024-03-11,2024-03-14,2024-04-04,2024-03-15,2024-04-04,21,20,0,None,On Time,Medium
SHP1819,Emirates Retail,Singapore,Jebel Ali,Evergreen,2024-06-09,2024-06-12,2024-07-03,2024-06-12,2024-07-07,21,25,4,Customs Hold,Delayed,Medium
SHP1820,Blue Ocean LLC,Singapore,Jebel Ali,CMA CGM,2024-02-11,2024-02-14,2024-02-28,2024-02-15,2024-02-29,14,14,0,None,On Time,High
SHP1821,Al Noor Trading,Shenzhen,Abu Dhabi,Hapag Lloyd,2024-01-14,2024-01-17,2024-02-04,2024-01-18,2024-02-06,18,19,1,Customs Hold,Delayed,Low
SHP1822,Emirates Retail,Ningbo,Abu Dhabi,Evergreen,2024-01-20,2024-01-23,2024-02-09,2024-01-23,2024-02-14,17,22,5,Port Congestion,Delayed,Medium
SHP1823,Emirates Retail,Busan,Abu Dhabi,Evergreen,2024-06-24,2024-06-27,2024-07-15,2024-06-28,2024-07-17,18,19,1,Port Congestion,Delayed,High
SHP1824,Arabian Supplies,Qingdao,Abu Dhabi,CMA CGM,2024-01-04,2024-01-07,2024-01-23,2024-01-08,2024-01-27,16,19,3,Customs Hold,Delayed,High
SHP1825,Arabian Supplies,Ningbo,Jebel Ali,COSCO,2024-01-27,2024-01-30,2024-02-16,2024-01-30,2024-02-16,17,17,0,None,On Time,Medium
SHP1826,Blue Ocean LLC,Shenzhen,Abu Dhabi,ONE,2024-01-20,2024-01-23,2024-02-07,2024-01-23,2024-02-12,15,20,5,Port Congestion,Delayed,Medium
SHP1827,Falcon Electronics,Shenzhen,Jebel Ali,ONE,2024-02-05,2024-02-08,2024-02-29,2024-02-09,2024-03-04,21,24,3,Weather,Delayed,High
SHP1828,Desert Mart,Ningbo,Jebel Ali,MSC,2024-02-26,2024-02-29,2024-03-16,2024-02-29,2024-03-21,16,21,5,Weather,Delayed,High
SHP1829,Arabian Supplies,Qingdao,Abu Dhabi,Maersk,2024-04-18,2024-04-21,2024-05-06,2024-04-21,2024-05-05,15,14,0,None,On Time,High
SHP1830,Al Noor Trading,Shenzhen,Jebel Ali,Maersk,2024-01-28,2024-01-31,2024-02-14,2024-01-31,2024-02-19,14,19,5,Vessel Rollover,Delayed,Medium
SHP1831,Emirates Retail,Ningbo,Jebel Ali,MSC,2024-06-19,2024-06-22,2024-07-06,2024-06-22,2024-07-11,14,19,5,Port Congestion,Delayed,Low
SHP1832,Arabian Supplies,Singapore,Abu Dhabi,Hapag Lloyd,2024-03-30,2024-04-02,2024-04-16,2024-04-02,2024-04-15,14,13,0,None,On Time,Medium
SHP1833,Emirates Retail,Shanghai,Jebel Ali,Evergreen,2024-03-31,2024-04-03,2024-04-19,2024-04-03,2024-04-24,16,21,5,Documentation Issue,Delayed,Low
SHP1834,Gulf Imports,Busan,Jebel Ali,ONE,2024-01-04,2024-01-07,2024-01-24,2024-01-07,2024-01-28,17,21,4,Customs Hold,Delayed,High
SHP1835,Falcon Electronics,Shanghai,Jebel Ali,Evergreen,2024-02-24,2024-02-27,2024-03-19,2024-02-27,2024-03-20,21,22,1,Vessel Rollover,Delayed,Medium
SHP1836,Blue Ocean LLC,Shanghai,Abu Dhabi,Maersk,2024-04-07,2024-04-10,2024-04-30,2024-04-10,2024-04-30,20,20,0,None,On Time,Medium
SHP1837,Emirates Retail,Singapore,Jebel Ali,Maersk,2024-01-29,2024-02-01,2024-02-17,2024-02-02,2024-02-20,16,18,2,Customs Hold,Delayed,Medium
SHP1838,Emirates Retail,Singapore,Abu Dhabi,ONE,2024-05-06,2024-05-09,2024-05-24,2024-05-10,2024-05-27,15,17,2,Vessel Rollover,Delayed,Medium
SHP1839,Arabian Supplies,Shanghai,Abu Dhabi,ONE,2024-02-27,2024-03-01,2024-03-21,2024-03-02,2024-03-23,20,21,1,Weather,Delayed,Medium
SHP1840,Blue Ocean LLC,Qingdao,Jebel Ali,Maersk,2024-02-15,2024-02-18,2024-03-03,2024-02-19,2024-03-08,14,18,4,Port Congestion,Delayed,High
SHP1841,Al Noor Trading,Shenzhen,Jebel Ali,CMA CGM,2024-04-11,2024-04-14,2024-05-04,2024-04-14,2024-05-08,20,24,4,Weather,Delayed,High
SHP1842,Arabian Supplies,Qingdao,Abu Dhabi,CMA CGM,2024-06-01,2024-06-04,2024-06-24,2024-06-04,2024-06-23,20,19,0,None,On Time,Low
SHP1843,Blue Ocean LLC,Singapore,Abu Dhabi,COSCO,2024-05-28,2024-05-31,2024-06-18,2024-06-01,2024-06-24,18,23,5,Customs Hold,Delayed,Low
SHP1844,Al Noor Trading,Shenzhen,Abu Dhabi,COSCO,2024-03-12,2024-03-15,2024-03-31,2024-03-16,2024-04-06,16,21,5,Port Congestion,Delayed,High
SHP1845,Falcon Electronics,Shanghai,Jebel Ali,COSCO,2024-06-09,2024-06-12,2024-06-28,2024-06-12,2024-06-27,16,15,0,None,On Time,Low
SHP1846,Desert Mart,Busan,Jebel Ali,Evergreen,2024-01-07,2024-01-10,2024-01-26,2024-01-11,2024-01-29,16,18,2,Weather,Delayed,High
SHP1847,Desert Mart,Singapore,Abu Dhabi,COSCO,2024-06-18,2024-06-21,2024-07-12,2024-06-22,2024-07-18,21,26,5,Weather,Delayed,Low
SHP1848,Blue Ocean LLC,Shanghai,Abu Dhabi,COSCO,2024-03-07,2024-03-10,2024-03-29,2024-03-10,2024-04-03,19,24,5,Port Congestion,Delayed,Medium
SHP1849,Gulf Imports,Busan,Abu Dhabi,ONE,2024-04-06,2024-04-09,2024-04-30,2024-04-09,2024-05-02,21,23,2,Port Congestion,Delayed,High
SHP1850,Falcon Electronics,Qingdao,Abu Dhabi,Evergreen,2024-05-05,2024-05-08,2024-05-28,2024-05-09,2024-05-29,20,20,0,None,On Time,High
SHP1851,Emirates Retail,Ningbo,Jebel Ali,COSCO,2024-05-25,2024-05-28,2024-06-18,2024-05-29,2024-06-23,21,25,4,Vessel Rollover,Delayed,Medium
SHP1852,Desert Mart,Shanghai,Jebel Ali,Hapag Lloyd,2024-05-06,2024-05-09,2024-05-29,2024-05-10,2024-06-02,20,23,3,Customs Hold,Delayed,High
SHP1853,Blue Ocean LLC,Shanghai,Abu Dhabi,CMA CGM,2024-02-02,2024-02-05,2024-02-24,2024-02-05,2024-02-25,19,20,1,Customs Hold,Delayed,Medium
SHP1854,Gulf Imports,Ningbo,Abu Dhabi,Hapag Lloyd,2024-04-15,2024-04-18,2024-05-07,2024-04-18,2024-05-06,19,18,0,None,On Time,High
SHP1855,Desert Mart,Ningbo,Jebel Ali,Hapag Lloyd,2024-06-25,2024-06-28,2024-07-13,2024-06-29,2024-07-19,15,20,5,Port Congestion,Delayed,Medium
SHP1856,Emirates Retail,Qingdao,Abu Dhabi,Maersk,2024-01-10,2024-01-13,2024-02-03,2024-01-14,2024-02-08,21,25,4,Documentation Issue,Delayed,Low
SHP1857,Blue Ocean LLC,Shenzhen,Jebel Ali,Evergreen,2024-04-30,2024-05-03,2024-05-17,2024-05-04,2024-05-19,14,15,1,Documentation Issue,Delayed,Medium
SHP1858,Arabian Supplies,Singapore,Abu Dhabi,MSC,2024-01-26,2024-01-29,2024-02-15,2024-01-30,2024-02-17,17,18,1,Documentation Issue,Delayed,Low
SHP1859,Falcon Electronics,Shanghai,Jebel Ali,CMA CGM,2024-03-17,2024-03-20,2024-04-08,2024-03-20,2024-04-10,19,21,2,Vessel Rollover,Delayed,Medium
SHP1860,Emirates Retail,Singapore,Jebel Ali,ONE,2024-01-13,2024-01-16,2024-02-03,2024-01-17,2024-02-07,18,21,3,Weather,Delayed,Low
SHP1861,Arabian Supplies,Busan,Abu Dhabi,COSCO,2024-01-25,2024-01-28,2024-02-16,2024-01-28,2024-02-17,19,20,1,Documentation Issue,Delayed,High
SHP1862,Arabian Supplies,Shenzhen,Abu Dhabi,ONE,2024-03-29,2024-04-01,2024-04-16,2024-04-02,2024-04-21,15,19,4,Documentation Issue,Delayed,Low
SHP1863,Emirates Retail,Busan,Abu Dhabi,ONE,2024-03-21,2024-03-24,2024-04-10,2024-03-25,2024-04-13,17,19,2,Customs Hold,Delayed,Low
SHP1864,Blue Ocean LLC,Ningbo,Abu Dhabi,CMA CGM,2024-02-16,2024-02-19,2024-03-04,2024-02-19,2024-03-08,14,18,4,Documentation Issue,Delayed,Low
SHP1865,Gulf Imports,Shenzhen,Abu Dhabi,MSC,2024-05-16,2024-05-19,2024-06-08,2024-05-19,2024-06-11,20,23,3,Documentation Issue,Delayed,High
SHP1866,Desert Mart,Shanghai,Jebel Ali,Evergreen,2024-02-08,2024-02-11,2024-02-29,2024-02-12,2024-03-06,18,23,5,Vessel Rollover,Delayed,Medium
SHP1867,Falcon Electronics,Busan,Jebel Ali,COSCO,2024-03-09,2024-03-12,2024-03-30,2024-03-12,2024-04-03,18,22,4,Customs Hold,Delayed,High
SHP1868,Gulf Imports,Shenzhen,Abu Dhabi,COSCO,2024-01-30,2024-02-02,2024-02-18,2024-02-02,2024-02-18,16,16,0,None,On Time,Low
SHP1869,Gulf Imports,Shenzhen,Jebel Ali,Maersk,2024-04-21,2024-04-24,2024-05-14,2024-04-24,2024-05-18,20,24,4,Weather,Delayed,Medium
SHP1870,Arabian Supplies,Shanghai,Jebel Ali,Evergreen,2024-03-12,2024-03-15,2024-03-31,2024-03-15,2024-04-04,16,20,4,Vessel Rollover,Delayed,High
SHP1871,Desert Mart,Singapore,Jebel Ali,COSCO,2024-03-21,2024-03-24,2024-04-11,2024-03-24,2024-04-16,18,23,5,Vessel Rollover,Delayed,Low
SHP1872,Emirates Retail,Singapore,Abu Dhabi,COSCO,2024-02-05,2024-02-08,2024-02-25,2024-02-08,2024-02-24,17,16,0,None,On Time,High
SHP1873,Arabian Supplies,Busan,Abu Dhabi,Evergreen,2024-03-01,2024-03-04,2024-03-19,2024-03-05,2024-03-25,15,20,5,Customs Hold,Delayed,Low
SHP1874,Al Noor Trading,Ningbo,Jebel Ali,CMA CGM,2024-03-01,2024-03-04,2024-03-24,2024-03-04,2024-03-24,20,20,0,None,On Time,Medium
SHP1875,Emirates Retail,Shenzhen,Jebel Ali,CMA CGM,2024-04-14,2024-04-17,2024-05-05,2024-04-17,2024-05-10,18,23,5,Vessel Rollover,Delayed,Low
SHP1876,Arabian Supplies,Ningbo,Abu Dhabi,COSCO,2024-04-18,2024-04-21,2024-05-12,2024-04-21,2024-05-16,21,25,4,Customs Hold,Delayed,Low
SHP1877,Arabian Supplies,Singapore,Jebel Ali,ONE,2024-04-04,2024-04-07,2024-04-25,2024-04-07,2024-04-24,18,17,0,None,On Time,Low
SHP1878,Falcon Electronics,Singapore,Abu Dhabi,Evergreen,2024-03-02,2024-03-05,2024-03-23,2024-03-06,2024-03-27,18,21,3,Customs Hold,Delayed,Low
SHP1879,Al Noor Trading,Qingdao,Abu Dhabi,CMA CGM,2024-02-01,2024-02-04,2024-02-21,2024-02-05,2024-02-27,17,22,5,Vessel Rollover,Delayed,High
SHP1880,Blue Ocean LLC,Singapore,Abu Dhabi,Evergreen,2024-03-01,2024-03-04,2024-03-22,2024-03-04,2024-03-22,18,18,0,None,On Time,Low
SHP1881,Blue Ocean LLC,Singapore,Abu Dhabi,Evergreen,2024-04-14,2024-04-17,2024-05-01,2024-04-17,2024-05-02,14,15,1,Vessel Rollover,Delayed,Medium
SHP1882,Emirates Retail,Shanghai,Abu Dhabi,COSCO,2024-04-18,2024-04-21,2024-05-06,2024-04-21,2024-05-11,15,20,5,Customs Hold,Delayed,Low
SHP1883,Falcon Electronics,Singapore,Jebel Ali,ONE,2024-05-20,2024-05-23,2024-06-11,2024-05-23,2024-06-13,19,21,2,Port Congestion,Delayed,Medium
SHP1884,Gulf Imports,Singapore,Abu Dhabi,CMA CGM,2024-06-13,2024-06-16,2024-07-02,2024-06-17,2024-07-02,16,15,0,None,On Time,Low
SHP1885,Emirates Retail,Singapore,Jebel Ali,Evergreen,2024-01-22,2024-01-25,2024-02-09,2024-01-25,2024-02-09,15,15,0,None,On Time,Low
SHP1886,Blue Ocean LLC,Singapore,Jebel Ali,CMA CGM,2024-06-24,2024-06-27,2024-07-17,2024-06-28,2024-07-23,20,25,5,Vessel Rollover,Delayed,High
SHP1887,Al Noor Trading,Qingdao,Abu Dhabi,MSC,2024-06-24,2024-06-27,2024-07-16,2024-06-28,2024-07-22,19,24,5,Weather,Delayed,Medium
SHP1888,Emirates Retail,Singapore,Jebel Ali,Maersk,2024-04-06,2024-04-09,2024-04-26,2024-04-09,2024-04-25,17,16,0,None,On Time,Medium
SHP1889,Blue Ocean LLC,Busan,Abu Dhabi,Hapag Lloyd,2024-02-20,2024-02-23,2024-03-12,2024-02-23,2024-03-16,18,22,4,Port Congestion,Delayed,Medium
SHP1890,Al Noor Trading,Shanghai,Abu Dhabi,Evergreen,2024-02-08,2024-02-11,2024-02-26,2024-02-11,2024-02-27,15,16,1,Documentation Issue,Delayed,Medium
SHP1891,Falcon Electronics,Ningbo,Jebel Ali,Evergreen,2024-06-21,2024-06-24,2024-07-15,2024-06-24,2024-07-14,21,20,0,None,On Time,Medium
SHP1892,Arabian Supplies,Ningbo,Jebel Ali,Evergreen,2024-03-14,2024-03-17,2024-04-07,2024-03-17,2024-04-09,21,23,2,Vessel Rollover,Delayed,Medium
SHP1893,Arabian Supplies,Ningbo,Jebel Ali,CMA CGM,2024-06-22,2024-06-25,2024-07-12,2024-06-25,2024-07-14,17,19,2,Vessel Rollover,Delayed,Medium
SHP1894,Emirates Retail,Singapore,Abu Dhabi,Maersk,2024-03-01,2024-03-04,2024-03-25,2024-03-05,2024-03-26,21,21,0,None,On Time,High
SHP1895,Falcon Electronics,Ningbo,Abu Dhabi,ONE,2024-04-30,2024-05-03,2024-05-19,2024-05-04,2024-05-25,16,21,5,Vessel Rollover,Delayed,Medium
SHP1896,Emirates Retail,Shanghai,Jebel Ali,CMA CGM,2024-06-01,2024-06-04,2024-06-22,2024-06-04,2024-06-21,18,17,0,None,On Time,High
SHP1897,Desert Mart,Busan,Abu Dhabi,CMA CGM,2024-04-30,2024-05-03,2024-05-22,2024-05-03,2024-05-25,19,22,3,Port Congestion,Delayed,Medium
SHP1898,Emirates Retail,Ningbo,Abu Dhabi,MSC,2024-06-20,2024-06-23,2024-07-12,2024-06-23,2024-07-12,19,19,0,None,On Time,Low
SHP1899,Desert Mart,Singapore,Abu Dhabi,MSC,2024-05-06,2024-05-09,2024-05-28,2024-05-09,2024-05-30,19,21,2,Port Congestion,Delayed,Medium
SHP1900,Blue Ocean LLC,Shenzhen,Abu Dhabi,COSCO,2024-01-30,2024-02-02,2024-02-21,2024-02-02,2024-02-20,19,18,0,None,On Time,Medium
SHP1901,Gulf Imports,Shenzhen,Abu Dhabi,Evergreen,2024-03-08,2024-03-11,2024-03-29,2024-03-12,2024-04-02,18,21,3,Vessel Rollover,Delayed,High
SHP1902,Gulf Imports,Shanghai,Jebel Ali,MSC,2024-05-22,2024-05-25,2024-06-15,2024-05-25,2024-06-14,21,20,0,None,On Time,High
SHP1903,Blue Ocean LLC,Shanghai,Abu Dhabi,Maersk,2024-04-30,2024-05-03,2024-05-21,2024-05-04,2024-05-22,18,18,0,None,On Time,Medium
SHP1904,Arabian Supplies,Singapore,Jebel Ali,Maersk,2024-04-01,2024-04-04,2024-04-25,2024-04-05,2024-04-28,21,23,2,Port Congestion,Delayed,Medium
SHP1905,Arabian Supplies,Ningbo,Abu Dhabi,Hapag Lloyd,2024-01-24,2024-01-27,2024-02-13,2024-01-28,2024-02-19,17,22,5,Weather,Delayed,Low
SHP1906,Arabian Supplies,Busan,Jebel Ali,COSCO,2024-05-29,2024-06-01,2024-06-18,2024-06-01,2024-06-21,17,20,3,Documentation Issue,Delayed,High
SHP1907,Al Noor Trading,Shenzhen,Jebel Ali,COSCO,2024-03-04,2024-03-07,2024-03-28,2024-03-07,2024-04-01,21,25,4,Customs Hold,Delayed,Medium
SHP1908,Al Noor Trading,Shanghai,Abu Dhabi,Evergreen,2024-05-31,2024-06-03,2024-06-18,2024-06-04,2024-06-24,15,20,5,Weather,Delayed,Low
SHP1909,Falcon Electronics,Shanghai,Abu Dhabi,Maersk,2024-06-17,2024-06-20,2024-07-11,2024-06-21,2024-07-14,21,23,2,Documentation Issue,Delayed,Low
SHP1910,Arabian Supplies,Shanghai,Abu Dhabi,CMA CGM,2024-06-08,2024-06-11,2024-07-02,2024-06-11,2024-07-03,21,22,1,Weather,Delayed,High
SHP1911,Desert Mart,Ningbo,Jebel Ali,Evergreen,2024-01-19,2024-01-22,2024-02-11,2024-01-23,2024-02-11,20,19,0,None,On Time,Medium
SHP1912,Blue Ocean LLC,Qingdao,Abu Dhabi,ONE,2024-01-23,2024-01-26,2024-02-09,2024-01-26,2024-02-14,14,19,5,Weather,Delayed,Low
SHP1913,Falcon Electronics,Shenzhen,Jebel Ali,CMA CGM,2024-02-09,2024-02-12,2024-02-27,2024-02-13,2024-02-29,15,16,1,Vessel Rollover,Delayed,Low
SHP1914,Blue Ocean LLC,Qingdao,Abu Dhabi,CMA CGM,2024-01-25,2024-01-28,2024-02-16,2024-01-28,2024-02-19,19,22,3,Vessel Rollover,Delayed,Low
SHP1915,Arabian Supplies,Shenzhen,Jebel Ali,COSCO,2024-06-02,2024-06-05,2024-06-25,2024-06-06,2024-06-25,20,19,0,None,On Time,Low
SHP1916,Blue Ocean LLC,Singapore,Jebel Ali,ONE,2024-04-19,2024-04-22,2024-05-07,2024-04-23,2024-05-07,15,14,0,None,On Time,Low
SHP1917,Blue Ocean LLC,Qingdao,Jebel Ali,Evergreen,2024-02-09,2024-02-12,2024-03-04,2024-02-12,2024-03-07,21,24,3,Customs Hold,Delayed,Medium
SHP1918,Arabian Supplies,Ningbo,Abu Dhabi,CMA CGM,2024-03-17,2024-03-20,2024-04-05,2024-03-21,2024-04-06,16,16,0,None,On Time,Low
SHP1919,Emirates Retail,Qingdao,Abu Dhabi,Maersk,2024-01-13,2024-01-16,2024-01-31,2024-01-16,2024-01-30,15,14,0,None,On Time,Medium
SHP1920,Al Noor Trading,Busan,Jebel Ali,Maersk,2024-06-18,2024-06-21,2024-07-09,2024-06-22,2024-07-11,18,19,1,Documentation Issue,Delayed,Low
SHP1921,Arabian Supplies,Qingdao,Jebel Ali,Maersk,2024-06-18,2024-06-21,2024-07-12,2024-06-21,2024-07-12,21,21,0,None,On Time,Medium
SHP1922,Emirates Retail,Shenzhen,Abu Dhabi,Evergreen,2024-06-29,2024-07-02,2024-07-20,2024-07-03,2024-07-22,18,19,1,Vessel Rollover,Delayed,High
SHP1923,Arabian Supplies,Singapore,Jebel Ali,COSCO,2024-02-24,2024-02-27,2024-03-14,2024-02-28,2024-03-14,16,15,0,None,On Time,Low
SHP1924,Gulf Imports,Singapore,Abu Dhabi,COSCO,2024-01-05,2024-01-08,2024-01-22,2024-01-08,2024-01-24,14,16,2,Port Congestion,Delayed,Low
SHP1925,Arabian Supplies,Shenzhen,Jebel Ali,MSC,2024-04-13,2024-04-16,2024-05-07,2024-04-17,2024-05-09,21,22,1,Vessel Rollover,Delayed,High
SHP1926,Falcon Electronics,Ningbo,Jebel Ali,MSC,2024-01-04,2024-01-07,2024-01-24,2024-01-07,2024-01-23,17,16,0,None,On Time,Medium
SHP1927,Arabian Supplies,Singapore,Jebel Ali,Maersk,2024-06-15,2024-06-18,2024-07-04,2024-06-18,2024-07-08,16,20,4,Vessel Rollover,Delayed,Medium
SHP1928,Al Noor Trading,Ningbo,Jebel Ali,ONE,2024-04-28,2024-05-01,2024-05-17,2024-05-02,2024-05-20,16,18,2,Port Congestion,Delayed,Low
SHP1929,Emirates Retail,Ningbo,Jebel Ali,CMA CGM,2024-04-23,2024-04-26,2024-05-17,2024-04-26,2024-05-19,21,23,2,Vessel Rollover,Delayed,Low
SHP1930,Falcon Electronics,Singapore,Abu Dhabi,COSCO,2024-04-10,2024-04-13,2024-04-27,2024-04-13,2024-04-28,14,15,1,Port Congestion,Delayed,Medium
SHP1931,Blue Ocean LLC,Qingdao,Abu Dhabi,MSC,2024-05-28,2024-05-31,2024-06-18,2024-06-01,2024-06-18,18,17,0,None,On Time,Low
SHP1932,Al Noor Trading,Shenzhen,Abu Dhabi,COSCO,2024-01-16,2024-01-19,2024-02-02,2024-01-20,2024-02-05,14,16,2,Documentation Issue,Delayed,High
SHP1933,Gulf Imports,Shenzhen,Jebel Ali,COSCO,2024-05-06,2024-05-09,2024-05-28,2024-05-10,2024-05-31,19,21,2,Port Congestion,Delayed,Medium
